experiment_id,backend,group,num_clients,dataset,distribution,approach,executor_cfg,server_cfg,client_cfg,server_script,server_config,remote_output_dir
toy_server_only__scalability__fedavg_10clients_10tasks_1round,server_only_python,toy_smoke_server_only,,,,fedavg,,,,toy_smoke_experiments/server_only/scalability/toy_scalability_smoke.py,toy_smoke_experiments/server_only/scalability/scalability_experiments_fedavg_smoke.cfg,results/toy_smoke_experiments/server_only/scalability/fedavg_smoke
